laptop_ID,Company,TypeName,Inches,Cpu,Ram,Memory,OpSys,Weight,Price_euros
441,Lenovo,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,16GB,512GB SSD,Windows 10,2.5kg,2449.0
442,Asus,Gaming,17.3,AMD Ryzen 1600 3.2GHz,8GB,256GB SSD +  1TB HDD,Windows 10,3.2kg,1695.0
443,HP,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Windows 10,2.1kg,347.0
444,Google,Ultrabook,12.3,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Chrome OS,1.1kg,2199.0
445,Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,24GB,512GB SSD,Windows 10,1.32kg,2382.0
446,Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Linux,2kg,559.0
447,Lenovo,Notebook,17.3,AMD A6-Series 9220 2.5GHz,8GB,1TB HDD,Windows 10,2.8kg,519.0
448,Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Windows 10,2.2kg,749.0
449,Lenovo,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.36kg,1429.0
450,Lenovo,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Windows 10,2.2kg,349.0
451,HP,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1099.0
452,Dell,Notebook,14.0,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Windows 10,1.64kg,1179.0
453,Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Linux,2.4kg,441.8
454,Dell,Workstation,15.6,Intel Xeon E3-1505M V6 3GHz,8GB,64GB Flash Storage +  1TB HDD,Windows 10,2.23kg,1993.0
455,MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows 10,2.2kg,1027.74
456,Microsoft,Ultrabook,13.5,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Windows 10 S,1.25kg,2589.0
457,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Windows 10,1.91kg,589.0
458,Dell,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD,Windows 10,2.17kg,1975.0
459,HP,Workstation,15.6,Intel Core i7 7820HQ 2.9GHz,8GB,512GB SSD,Windows 10,2.31kg,1534.0
460,Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.65kg,1345.0
461,Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.36kg,979.0
462,Dell,2 in 1 Convertible,11.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Windows 10,1.47kg,479.0
463,Dell,Notebook,17.3,Intel Core i7 7700HQ 2.7GHz,8GB,1TB HDD,Windows 10,4.42kg,2046.0
464,Microsoft,Ultrabook,13.5,Intel Core M m3-7Y30 2.2GHz,4GB,128GB SSD,Windows 10 S,1.252kg,989.0
465,Microsoft,Ultrabook,13.5,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,Windows 10 S,1.25kg,1799.0
466,HP,Notebook,17.3,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Windows 10,2.5kg,639.9
467,Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,2.23kg,544.0
468,Acer,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Windows 10,1.4kg,435.0
469,Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.37kg,749.0
470,Lenovo,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,No OS,1.5kg,799.0
471,Lenovo,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,Windows 10,2.67kg,2090.0
472,Asus,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Windows 10,2kg,304.0
473,Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,2.2kg,469.0
474,Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,2TB HDD,Windows 10,2.02kg,759.0
475,HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,Windows 10,3.78kg,1699.0
476,Lenovo,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12GB,256GB SSD,Windows 10,1.4kg,1858.0
477,HP,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows 10,1.29kg,1999.0
478,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Windows 10,1.9kg,1154.0
479,Google,Ultrabook,12.3,Intel Core i5 7Y57 1.2GHz,8GB,128GB SSD,Chrome OS,1.1kg,1275.0
480,Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,1.42kg,1841.85
481,Asus,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,12GB,128GB SSD +  1TB HDD,Windows 10,2.06kg,1299.0
482,Dell,Notebook,14.0,Intel Core i3 6100U 2.3GHz,8GB,128GB SSD,Windows 10,1.79kg,740.0
483,Dell,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,1.78kg,2408.0
484,Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,180GB SSD,Windows 10,1.7kg,1364.0
485,Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Windows 10,2.2kg,675.0
486,Toshiba,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.05kg,1672.0
487,Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows 10,2.16kg,1262.0
488,Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Windows 10,2.18kg,586.6
489,HP,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,Windows 10,1.49kg,726.0
490,Chuwi,Notebook,15.6,Intel Atom x5-Z8350 1.44GHz,4GB,64GB Flash Storage,Windows 10,1.89kg,248.9
491,Lenovo,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Windows 10,2.3kg,565.0
492,Lenovo,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,1.75kg,1049.0
493,Dell,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Windows 10,2.17kg,2338.0
494,Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Windows 10,2.06kg,1899.0
495,Lenovo,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.36kg,1798.0
496,Asus,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,0.91kg,1950.0
497,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.3kg,1011.99
498,Toshiba,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,32GB,512GB SSD,Windows 10,1.05kg,2799.0
499,Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,1.99kg,1350.0
500,Acer,Notebook,15.6,AMD A10-Series 9620P 2.5GHz,8GB,1TB HDD,Windows 10,2.2kg,579.0
501,Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,24GB,256GB SSD +  1TB HDD,Windows 10,4.33kg,1269.0
502,Lenovo,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8GB,180GB SSD,Windows 10,1.3kg,1099.0
503,Lenovo,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows 10,2.17kg,898.9
504,HP,Notebook,14.0,Intel Core i7 7600U 2.8GHz,8GB,1TB SSD,Windows 10,1.48kg,1749.0
505,Lenovo,Notebook,13.3,Intel Core i3 7100U 2.4GHz,8GB,256GB SSD,Windows 10,1.4kg,949.0
506,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.3kg,911.0
507,Asus,Netbook,11.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,Windows 10 S,1.2kg,340.0
508,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.91kg,618.99
509,Lenovo,2 in 1 Convertible,13.9,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,1.4kg,1599.0
510,Lenovo,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,Windows 10,2.1kg,299.0
511,Lenovo,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB SSD,Chrome OS,1.25kg,265.0
512,Lenovo,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.44kg,949.0
513,Asus,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,Windows 10,2kg,1224.0
514,Acer,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,Windows 10,2.2kg,613.0
515,HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,1.34kg,1323.0
516,Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,No OS,2.4kg,1149.0
517,Dell,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Windows 10,1.29kg,899.0
518,Acer,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,Windows 10,2.2kg,639.0
519,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.18kg,836.0
520,Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,Windows 10,2.2kg,1219.24
521,Xiaomi,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD,No OS,1.95kg,1399.95
522,Asus,Netbook,11.6,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,Windows 10,1.1kg,245.0
523,HP,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,Windows 10,2.04kg,521.47
524,Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,24GB,512GB SSD,Windows 10,2.24kg,2968.0
525,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.04kg,889.0
526,Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,3kg,1504.0
527,Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,Windows 10,3.2kg,1399.0
528,HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.32kg,1399.0
529,Dell,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows 10,1.64kg,1279.73
530,HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Windows 10,1.63kg,689.0
531,Dell,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,Linux,2.8kg,889.0
532,Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 7,2.02kg,1340.0
533,Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,Windows 10,2.2kg,799.0
534,Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,8GB,2TB HDD,No OS,2.2kg,459.0
535,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,2.3kg,585.0
536,Dell,Notebook,15.6,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Windows 10,1.9kg,1377.0
537,Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Windows 10,4.42kg,3012.77
538,Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Windows 10,2.0kg,860.0
539,Asus,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,Windows 10,2kg,1299.0
540,Mediacom,Notebook,13.3,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB SSD,Windows 10,1.2kg,369.0
541,Asus,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.3kg,1649.0
542,Dell,Notebook,15.6,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Windows 10,1.93kg,1369.0
543,Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,2.2kg,797.41
544,HP,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,256GB SSD,Windows 10,1.86kg,398.99
545,HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,Windows 10,2.62kg,1799.0
546,Lenovo,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.87kg,859.0
547,Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows 10,1.2kg,1399.0
548,Dell,Notebook,14.0,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Windows 10,1.6kg,735.87
549,HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.34kg,1145.0
550,Acer,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Linux,2.4kg,798.0
551,Asus,Notebook,15.6,AMD E-Series 7110 1.8GHz,4GB,500GB HDD,Windows 10,2kg,349.0
552,HP,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Windows 10,2.1kg,705.5
553,Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,1.87kg,785.0
554,Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,1TB HDD,No OS,2.15kg,462.35
555,HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,1.86kg,397.0
556,Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,1.99kg,1729.0
557,Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Windows 10,2.2kg,499.0
558,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.9kg,1116.99
559,Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,4.42kg,2699.0
560,HP,Notebook,17.3,Intel Core i3 6006U 2GHz,8GB,1TB HDD,Windows 10,2.65kg,544.15
561,HP,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows 10,2.63kg,1280.0
562,Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,Linux,2kg,224.0
563,Mediacom,Notebook,13.3,Intel Atom x5-Z8350 1.44GHz,4GB,32GB Flash Storage,Windows 10,1.35kg,255.0
564,Lenovo,Notebook,17.3,Intel Core i7 7500U 2.7GHz,6GB,128GB SSD +  1TB HDD,Windows 10,2.8kg,949.0
565,HP,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,6GB,128GB SSD,Windows 10,1.91kg,568.9
566,Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,2.18kg,617.9
567,Acer,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 2.0GHz,4GB,32GB Flash Storage,Windows 10,1.25kg,349.0
568,Lenovo,Notebook,15.6,Intel Core i3 7130U 2.7GHz,4GB,128GB SSD,Windows 10,2.05kg,630.0
569,HP,Ultrabook,13.3,Intel Core M 6Y75 1.2GHz,16GB,512GB SSD,Windows 10,1.16kg,1965.0
570,Lenovo,Notebook,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,3.4kg,2999.0
571,Asus,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.5kg,839.0
572,Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD,Windows 10,1.21kg,1599.0
573,Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Windows 10,1.93kg,959.0
574,Fujitsu,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.2kg,739.0
575,Lenovo,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Windows 10,2.2kg,344.0
576,Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,2.02kg,990.0
577,HP,Workstation,17.3,Intel Core i5 7440HQ 2.8GHz,8GB,500GB HDD,Windows 10,3.14kg,1860.99
578,HP,Notebook,14.0,Intel Pentium Quad Core N3710 1.6GHz,8GB,2TB HDD,Windows 10,1.94kg,389.0
579,HP,Notebook,15.6,AMD A9-Series A9-9420 3GHz,6GB,256GB SSD,Windows 10,1.95kg,649.0
580,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.3kg,830.0
581,Lenovo,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Windows 10,2.05kg,685.0
582,Mediacom,Notebook,14.0,Intel Atom x5-Z8350 1.44GHz,4GB,32GB SSD,Windows 10,1.4kg,249.0
583,Toshiba,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.24kg,1865.0
584,Lenovo,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32GB,256GB SSD +  1TB HDD,Windows 10,4.6kg,2663.0
585,MSI,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16GB,512GB SSD +  1TB HDD,Windows 10,4.14kg,2729.0
586,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Linux,2.2kg,749.01
587,Mediacom,Notebook,14.0,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB SSD,Windows 10,1.45kg,389.0
588,Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8GB,500GB HDD,Windows 10,1.9kg,1008.52
589,HP,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Windows 10,1.49kg,719.0
590,Dell,Notebook,15.6,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,Windows 10,1.93kg,1537.39
591,Dell,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Chrome OS,1.26kg,295.0
592,MSI,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,Windows 10,4.5kg,2349.0
593,HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,3.78kg,1498.0
594,Lenovo,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12GB,256GB SSD,Windows 10,1.4kg,1673.0
595,Lenovo,Notebook,15.6,Intel Core i7 8550U 1.8GHz,12GB,1TB HDD,Windows 10,2.2kg,609.0
596,Asus,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.73kg,1770.0
597,Asus,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.2kg,739.0
598,Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,12GB,512GB SSD,Windows 10,2.2kg,949.0
599,Dell,2 in 1 Convertible,11.6,Intel Core M 7Y30 1.0GHz,4GB,128GB SSD,Windows 10,1.39kg,603.0
600,Samsung,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Windows 10,2.5kg,1699.0
601,Lenovo,Notebook,17.3,Intel Core i3 6006U 2GHz,4GB,500GB HDD,No OS,2.8kg,529.0
602,Lenovo,Notebook,15.6,Intel Core i3 6100U 2.3GHz,8GB,1TB HDD,Windows 10,2.29kg,459.0
603,Lenovo,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,1.37kg,2025.0
604,Lenovo,Notebook,14.0,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows 10,1.7kg,1474.0
605,Dell,2 in 1 Convertible,12.5,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.34kg,1670.0
606,Dell,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,2.06kg,1763.0
607,HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.84kg,1219.0
608,HP,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows 10,2.1kg,668.48
609,Acer,Notebook,14.0,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB Flash Storage,Windows 10,1.6kg,329.0
610,MSI,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,Windows 10,4.14kg,2199.0
611,Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Linux,2.18kg,465.0
612,MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Windows 10,1.8kg,2299.0
613,Toshiba,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,2.2kg,1399.0
614,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Windows 10,2.4kg,564.0
615,Lenovo,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,2kg,1299.0
616,Acer,Notebook,14.0,Intel Pentium Quad Core N3710 1.6GHz,4GB,128GB Flash Storage,Windows 10,1.6kg,349.0
617,Lenovo,Notebook,15.6,Intel Xeon E3-1535M v6 3.1GHz,32GB,1TB SSD,Windows 10,2.5kg,4899.0
618,Dell,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,Windows 10,2.59kg,879.01
619,Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Linux,2.18kg,443.9
620,Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Linux,2.25kg,359.0
621,Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Linux,1.93kg,869.0
622,Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,3kg,1168.0
623,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Linux,2.18kg,569.0
624,HP,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,1.84kg,1389.0
625,MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.94kg,2267.86
626,Acer,2 in 1 Convertible,11.6,Intel Celeron Quad Core N3160 1.6GHz,4GB,32GB Flash Storage,Chrome OS,1.25kg,379.0
627,HP,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows 10,2.31kg,1124.0
628,Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 7,1.65kg,1465.0
629,Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,Windows 10,2.2kg,776.0
630,Fujitsu,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.2kg,799.0
631,HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 7,1.88kg,932.0
632,Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows 10,2.2kg,899.0
633,Mediacom,Notebook,14.0,Intel Atom x5-Z8350 1.44GHz,2GB,32GB Flash Storage,Windows 10,1.4kg,239.0
634,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,No OS,2.2kg,468.0
635,Asus,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Windows 10,1.5kg,639.01
636,Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,2kg,1820.0
637,Asus,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.1kg,1900.0
639,Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.62kg,1479.0
640,Lenovo,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Windows 10,1.8kg,829.0
641,Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,2.2kg,579.0
642,Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,8GB,1TB HDD,Windows 10,2kg,399.0
643,Asus,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Windows 10,1.99kg,906.62
644,Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,1.23kg,1869.0
645,Lenovo,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Windows 10,1.42kg,249.0
646,Lenovo,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.37kg,1757.42
647,Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Windows 10,2.06kg,2399.0
648,Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.5kg,1109.0
649,HP,Notebook,17.0,AMD A9-Series 9420 3GHz,8GB,1TB HDD,Windows 10,2.6kg,520.9
650,Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.14kg,2450.0
651,Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,No OS,2.5kg,1169.0
652,Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,2.4kg,450.0
653,Lenovo,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Windows 10,1.43kg,274.0
654,Acer,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.8kg,919.0
655,Razer,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Windows 10,1.95kg,2599.0
656,Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.2kg,1213.0
657,Lenovo,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.36kg,1584.0
